"job_link","job_skills","job_link (Right)","last_processed_time","got_summary","got_ner","is_being_worked","job_title","company","job_location","first_seen","search_city","search_country","search_position","job_level","job_type"
"https://www.linkedin.com/jobs/view/business-analyst-securities-at-axos%C2%AE-clearing-a-subsidiary-of-axos-financial-3767282404","Agile, Scrum, JIRA, Confluence, Microsoft Office Suite, SharePoint, Visio, PowerPoint, Axos Financial, Technical Writing, Requirements Analysis, Use Case Development, Business Analysis, Communication, Problem Solving, ObjectOriented Design, Coding, Software Development, Issue Tracking, Project Management, Stakeholder Management, Analytical Skills, Attention to Detail, Multitasking, SelfMotivation, Team Leadership, OutsidetheBox Thinking, TFS, Financial Services, Brokerage, Clearing Operations, Securities, Computer Science, 2+ years' of developing requirements for technology projects","https://www.linkedin.com/jobs/view/business-analyst-securities-at-axos%C2%AE-clearing-a-subsidiary-of-axos-financial-3767282404","2024-01-19 09:45:09.215838+00","t","t","f","Business Analyst, Securities","Axos® Clearing, A Subsidiary of Axos Financial","San Diego, CA","2024-01-13","San Diego","United States","Job Analyst","Mid senior","Onsite"
"https://www.linkedin.com/jobs/view/it-project-manager-business-analyst-salesforce-implementation-at-rcm-technologies-life-sciences-3761403010","Project Management, Business Analysis, Salesforce Implementation, IT Project Management, Business Analyst, Salesforce, Legacy System, Project Planning, Project Scheduling, Project Completion, Liaison, Business Units, Technology Teams, Support Teams, Project/Program Integration, Client Requirements, Customer Requirements, Project Team Leadership, Cost Management, Schedule Management, Contract Compliance, Customer Interface, Technical Management, Cost Management, Schedule Management, Leadership Skills, Multidiscipline Work Teams, Project Plans, Governance Reviews, Organizational Procedures, CrossFunctional Project Stakeholders, Project Scope, Project Objectives, Project Goals, Project Deliverables, Requirements Gathering, Requirements Documentation, Requirements Review, Requirements Approval, Project Budget Management, Financial Plan Maintenance, Actuals vs. Plan Tracking, Monthly Forecasts, Monthly Accruals Reporting, Project Communications, Weekly Status, Dashboards, Project Updates, Project Task Management, Project Timeline Management, Milestone Attainment, Project Quality Management, Project Deliverables Quality Management, Project Management Experience, Salesforce Implementation Experience, Communication Skills, Collaborative Relationships, Project Financials Management, Project Schedules Management, Project Scope Management, Project Testing, Presentation Skills, Relationship Building, Partnership Building, External Network Building, Independent Work, Minimal Supervision, Collaborative Team Environment, Team Communication, Customer Facing Skills, Research Skills, DecisionMaking Skills, Organizational Skills, Analytical Skills, Evaluative Skills, ProblemSolving Skills, Microsoft Office Suite, Microsoft Project, Jira, Bachelor's Degree, Business, Information Technology, Computer Science, MIS, PMP Certification, Agile Knowledge, Agile Experience","https://www.linkedin.com/jobs/view/it-project-manager-business-analyst-salesforce-implementation-at-rcm-technologies-life-sciences-3761403010","2024-01-19 09:45:09.215838+00","t","t","f","IT Project Manager/ Business Analyst Salesforce Implementation","RCM Technologies, Life Sciences","Parsippany, NJ","2024-01-13","Oak Ridge","United States","Job Analyst","Mid senior","Onsite"
"https://www.linkedin.com/jobs/view/human-resources-manager-at-cardone-ventures-3797270381","Human Resources, Coaching, Performance Management, Employee Engagement, Leadership Development, Recruitment, Incentive Plans, Compensation, Employee Relations, G Suite, Microsoft Office, PHR or SPHR, Business Analysis, Problem Solving, Communication, Confidentiality, Team Collaboration, Strategic Planning, Employee Life Cycle, Job Descriptions, Business Philosophies, Performance Objectives, Employee Maturity Model, Resource Planning, Diversity and Inclusion, Multigenerational Workforce, Multicultural Workforce","https://www.linkedin.com/jobs/view/human-resources-manager-at-cardone-ventures-3797270381","2024-01-19 09:45:09.215838+00","t","t","f","Human Resources Manager","Cardone Ventures","Scottsdale, AZ","2024-01-13","Glendale","United States","Guide Travel","Mid senior","Onsite"
"https://www.linkedin.com/jobs/view/g0820-store-manager-ann-exempt-at-loft-3757408092","Store Management, Client Service, Human Resources, Operational Control, Payroll Management, Loss Prevention, Merchandising, Visual Standards, Recruitment, Selection, Training, Development, Performance Management, Conflict Resolution, DecisionMaking, Communication, Business Analysis, Forecasting, Scheduling, Physical Demands, Associates or Bachelors Degree, Two years Store Manager experience","https://www.linkedin.com/jobs/view/g0820-store-manager-ann-exempt-at-loft-3757408092","2024-01-19 09:45:09.215838+00","t","t","f","G0820 - Store Manager-ANN - Exempt","LOFT","Arlington Heights, IL","2024-01-13","Rutland","United States","Head Coach","Mid senior","Onsite"
"https://www.linkedin.com/jobs/view/store-manager-at-five-below-3746769687","Customer Service, Sales, Merchandising, Operational Standards, Hiring, Training, Coaching, Feedback, Performance Management, Employee Relations, Safety, Talent Planning, Career Development, Recruitment, Succession Planning, Business Analysis, Decision Making, Budgeting, Scheduling, Financial Management, Inventory Management, Data Integrity, Compliance, Communication, Problem Solving, Multitasking, Creative Thinking, Stress Management, High School Diploma, Minimum 3 Years of Management Experience, Excellent Verbal and Written Communication Skills, Ability to Multitask, Creative Thinking, Ability to Maintain Composure Under Pressure","https://www.linkedin.com/jobs/view/store-manager-at-five-below-3746769687","2024-01-19 09:45:09.215838+00","t","t","f","Store Manager","Five Below","Saratoga Springs, UT","2024-01-13","Tooele","United States","Head Coach","Mid senior","Onsite"
"https://www.linkedin.com/jobs/view/global-market-manager-andover-ma-at-smith%2Bnephew-3789700744","Product Management, Marketing, Product Development, Sales, Business Analysis, Market Research, Competitive Analysis, Financial Analysis, KOL Management, Surgeon Consultation, Marketing Campaigns, Content Creation, Advertising, MedEd, Tradeshows, Global Product Plan, PDP Teams, Customer Relationships, Leadership, Communication, Teamwork, ProblemSolving, Bachelor's Degree, MBA, 5+ Years Commercial Experience, 3+ Years Marketing Experience, Medical Device Industry, Sales Experience","https://www.linkedin.com/jobs/view/global-market-manager-andover-ma-at-smith%2Bnephew-3789700744","2024-01-19 09:45:09.215838+00","t","t","f","Global Market Manager (Andover, MA)","Smith+Nephew","Andover, MA","2024-01-13","Haverhill","United States","Manager Sales","Mid senior","Onsite"
"https://www.linkedin.com/jobs/view/salesforce-tech-lead-sales-and-service-cloud-at-adame-services-llc-3786988832","Salesforce, Salesforce Sales Cloud, Salesforce Service Cloud, Team Leading, Technical Leadership, Sales Cloud Configuration, Sales Cloud Customization, Sales Cloud Integration, Service Cloud Configuration, Service Cloud Customization, Service Cloud Integration, Solution Design, Solution Architecture, Business Analysis, Project Management, Quality Assurance, Coding Standards, Testing, Deployment, Continuous Improvement, Process Improvement, Automation, Innovation, Salesforce Certifications, Agile, Scrum, Bachelor's Degree, Communication, Collaboration","https://www.linkedin.com/jobs/view/salesforce-tech-lead-sales-and-service-cloud-at-adame-services-llc-3786988832","2024-01-19 09:45:09.215838+00","t","t","f","Salesforce Tech Lead - Sales and Service Cloud","Adame Services LLC","Washington, United States","2024-01-12","Wenatchee","United States","Architect","Mid senior","Onsite"
"https://www.linkedin.com/jobs/view/enterprise-technical-architect-at-parin-technologies-3741142115","Java, JavaScript, SQL, SQL Server, Agile principles, Automated software build processes, IT Applications Program Standards, Documentation, Data analysis, System architecture, Software development, Software testing, Business analysis, User needs, Requirements gathering","https://www.linkedin.com/jobs/view/enterprise-technical-architect-at-parin-technologies-3741142115","2024-01-19 09:45:09.215838+00","t","t","f","Enterprise Technical Architect","Parin Technologies","Boise, ID","2024-01-12","Idaho","United States","Architect","Mid senior","Onsite"
"https://www.linkedin.com/jobs/view/it-application-project-manager-iii-epic-at-fred-hutch-3782539745","Technical Project Management, Agile Methodology, Project Management Tools, Portfolio Management, Business Analysis, AWS, GCP, Azure, SQL, Python, R, Tableau, Power BI, Jira, MS Project, Slack, MS Office suite, SharePoint, Teams, Project Charter, Project Goals, Project Deliverables, Project Scope, Project Requirements, Technical Resource Requirements, Project Risks, Project Mitigation Plans, Project Issues, Project Documentation, IT Portfolio Management, IT Intake, Resource Management, CrossFunctional Work Efforts, Communication Skills, Written Communication, Oral Communication, Meeting Facilitation, Email, Project Documents, Presentations, Status Updates, Flexibility, Multiple Projects, Varied Environments, Project Needs, Constraints, Barriers, Bachelor’s Degree, Related Field, Minimum 4 Years, Technical Project Management Experience, Advanced Knowledge, Project Management Methodologies, Waterfall, Agile, Software Implementation Life Cycle, Experience with Project Management Tools, MS Project, Jira, Slack, MS Office Suite, SharePoint, Teams, Executive Leadership, Management, Health Care Environment, Information Technology, Advanced Change Management Skills, Advanced Organizational and Planning Skills, Advanced DecisionMaking Skills, Advanced Facilitation Skills, Ability to Deal with Ambiguity, Open Minded, Responsible, Agile, Project Management Professional (PMP), Portfolio Management, Vendor Selection, Process Improvement Methodology, Multiple Information Technology Teams, Business Analysis, Technical Writing","https://www.linkedin.com/jobs/view/it-application-project-manager-iii-epic-at-fred-hutch-3782539745","2024-01-19 09:45:09.215838+00","t","t","f","IT Application Project Manager III - EPIC","Fred Hutch","Seattle, WA","2024-01-12","Summit","United States","Charter","Mid senior","Onsite"
"https://www.linkedin.com/jobs/view/technical-services-lead-sr-advanced-software-engineer-at-honeywell-3803835635","Technical Services Lead, Sr Advanced Software Engineer, Software Engineering, Software Development, Software Consulting, QMS (Quality Management System), TrackWise Digital, SaaS Platform, Life Sciences, Industrial IoT, Agile, Scrum, Continuous Integration/Continuous Delivery (CICD), DevOps, Cloud Computing, Leadership, Communication, Collaboration, Decisionmaking, Problemsolving, Software configuration management, Change management practices, Business analysis, Requirements gathering, Estimation, Budgeting, Scheduling, Risk management, Quality assurance, Testing, Deployment, Support, Microsoft Office Suite, Windows, Linux, Mac OS, C++, Java, Python, SQL, NoSQL, AWS, Azure, Google Cloud, Docker, Kubernetes","https://www.linkedin.com/jobs/view/technical-services-lead-sr-advanced-software-engineer-at-honeywell-3803835635","2024-01-19 09:45:09.215838+00","t","t","f","Technical Services Lead - Sr. Advanced Software Engineer","Honeywell","Louisiana, United States","2024-01-13","Louisiana","United States","Computer Programmer","Mid senior","Onsite"
"https://www.linkedin.com/jobs/view/project-manager-at-crg-3799070840","Project Management, Business Analysis, Agile, Waterfall, Requirements gathering, Financial management, Crossfunctional collaboration, Problemsolving, Communication, Leadership, Jira, Microsoft Office Suite, Bachelor's degree in Business or related field, Experience in Infrastructure space (Hardware Hosting Cloud Network etc.), Experience working with teams in Agile and Waterfall methodologies, Strong Financial acumen and understanding of Project Financials, Datadriven decision making, Ability to establish credibility and rapport with senior executives and technical and nontechnical team members","https://www.linkedin.com/jobs/view/project-manager-at-crg-3799070840","2024-01-19 09:45:09.215838+00","t","t","f","Project Manager","CRG","Quincy, MA","2024-01-12","Beverly","United States","Charter","Mid senior","Onsite"
"https://www.linkedin.com/jobs/view/sr-business-intel-engineer-ots-operational-excellence-at-amazon-3748177989","SQL, AWS, AWS Redshift, S3, Hadoop, Tableau, Quicksight, Python, Data visualization, Data warehousing, Data modeling, ServiceNow Reporting, Statistics, Data science, Design of experiments, Statistical analysis, Business intelligence, Business analysis, Data analytics, Data mining, Machine learning, Artificial intelligence, Cloud computing, Software development, Product management, Project management, Communication, Teamwork, Problemsolving, Critical thinking, Analytical skills, Attention to detail, Selfmotivation, Drive, Leadership, Experience with large data sets, Experience with automation, Experience with data cleaning, Experience with data transformation, Experience with data extraction, Experience with reporting, Experience with metrics, Experience with dashboards, Experience with datadriven decision making, Experience with business stakeholder management","https://www.linkedin.com/jobs/view/sr-business-intel-engineer-ots-operational-excellence-at-amazon-3748177989","2024-01-19 09:45:09.215838+00","t","t","f","Sr. Business Intel Engineer, OTS Operational Excellence","Amazon","Nashville, TN","2024-01-13","Nashville","United States","Computer Programmer","Mid senior","Onsite"
"https://www.linkedin.com/jobs/view/wcs-architect-issaquah-wa-hybrid-model-%E2%80%93-3-days-onsite-per-week-at-sciprex-3802689782","HCL Commerce (IBM WCS), Architecture, Omnichannel commerce solution, Mobile commerce applications, Ecommerce PWA, Mobile app, Magento, Hybris, Custom modules, On prem hosting, Cloud hosting, Go to market offerings, Delivery team, Business analysis, Digital marketing ecosystem, Scalable platform approach, B2C implementations, B2B implementations, SaaS commerce solutions, Software design patterns, Discovery workshop","https://www.linkedin.com/jobs/view/wcs-architect-issaquah-wa-hybrid-model-%E2%80%93-3-days-onsite-per-week-at-sciprex-3802689782","2024-01-19 09:45:09.215838+00","t","t","f","WCS Architect | Issaquah, WA (Hybrid model – 3 days onsite per week)","Sciprex","Issaquah, WA","2024-01-12","Summit","United States","Architect","Mid senior","Onsite"
"https://www.linkedin.com/jobs/view/dynamics-crm-ce-presales-architect-public-sector-at-avanade-3795168599","Dynamics 365 CE, Microsoft Power Platform, Microsoft Dynamics 365 CE, Dynamics CRM, CRM Systems, Team Management, Consulting Skills, Public Sector CRM, ClientCentric Attitude, Tech Enthusiasm, Presales Experience, Technical Leadership, Functional Leadership, Team Leadership, Experience with Microsoft Partner, Cloud Services, Software Solutions, Business Analysis, Requirements Gathering, System Architecture, Technical Architecture, Functional Architecture, Technical Solutions, Functional Solutions, Project Management, Training and Development, Communication Skills, Presentation Skills, Whiteboard Collaboration, Project Lifecycle, Microsoft Certifications, Microsoft Competencies, Microsoft Experience","https://www.linkedin.com/jobs/view/dynamics-crm-ce-presales-architect-public-sector-at-avanade-3795168599","2024-01-19 11:00:17.806837+00","t","t","f","Dynamics CRM/CE Presales Architect - Public Sector","Avanade","Roanoke, VA","2024-01-14","Amsterdam","United States","Architect","Mid senior","Onsite"
"https://www.linkedin.com/jobs/view/workday-application-architect-at-memorial-healthcare-system-3759786346","Workday, Finance Systems, Supply Chain Systems, Programming Languages, Application Development, Application Configuration, Application Integration, System Administration, System Monitoring, Data Management, Process Analysis, Problem Solving, Troubleshooting, Project Management, Business Analysis, Communication, Leadership, IT Infrastructure, Clinical Research Applications, Clinical Data Management, Data Validation, Bachelors in Information Technology, 7 years of relevant experience","https://www.linkedin.com/jobs/view/workday-application-architect-at-memorial-healthcare-system-3759786346","2024-01-19 09:45:09.215838+00","t","t","f","Workday Application Architect","Memorial Healthcare System","Hollywood, FL","2024-01-12","Pompano Beach","United States","Architect","Associate","Onsite"
"https://www.linkedin.com/jobs/view/manager-hr-systems-at-american-heart-association-3789916142","Workday, Workday Prism, Workday BIRT, Workday Studio, Workday HCM Platform, Java, API Methods, System design, Agile development, SaaS, HRIS, Vendor management, Project management, Quality assurance, Business analysis, Strategic planning, Team leadership, Time management, Communication skills, Problemsolving skills, Change management, Mentoring, Technical skills","https://www.linkedin.com/jobs/view/manager-hr-systems-at-american-heart-association-3789916142","2024-01-19 09:45:09.215838+00","t","t","f","Manager, HR Systems","American Heart Association","Albuquerque, NM","2024-01-12","Albuquerque","United States","Change Person","Mid senior","Onsite"
"https://www.linkedin.com/jobs/view/sr-analyst-accounting-reporting-financial-systems-at-saint-gobain-per%C3%BA-3800529699","Blackline, SAP / S4 Hana, Magnitude, SAP FICO ERP, Microsoft Office, Business Analysis, Consulting, Process Engineering, Solutions Management, U.S. GAAP, IFRS, Tax Accounting, Fixed Assets, Sales & Use Tax, Federal & State Income Tax, Trust, Empowerment, Collaboration, Diversity, Inclusion, Sustainability, Healthcare, Vision, Prescription, Dental, Parental Leave, Paid Time Off, Employee Assistance Program, 401(k), Companyfunded Retirement Accumulation Plan, Employee Stock Purchase Program (PEG), Tuition Reimbursement, Pet Insurance, Employee Recognition Program, PerkSpot, LiveWell","https://www.linkedin.com/jobs/view/sr-analyst-accounting-reporting-financial-systems-at-saint-gobain-per%C3%BA-3800529699","2024-01-19 09:45:09.215838+00","t","t","f","Sr Analyst, Accounting & Reporting Financial Systems","Saint-Gobain Perú","Pennsylvania, United States","2024-01-12","State College","United States","Budget Analyst","Mid senior","Onsite"
"https://www.linkedin.com/jobs/view/servicenow-architect-at-v-group-inc-3734700761","ServiceNow, Software architecture, Software design, Software integration, Software development, Scripting, APIs, Cloud computing, Agile methodologies, Project management, Communication, Team leadership, Analytical skills, Problemsolving skills, Research skills, Technical writing skills, Presentation skills, Business analysis, Requirements gathering, Testing, Documentation, Training, Consulting, Integration, Custom software development, Technical documentation, Probe configuration, Sensor configuration, Pattern configuration, Application mapping, Impact analysis, Technology direction, Business direction","https://www.linkedin.com/jobs/view/servicenow-architect-at-v-group-inc-3734700761","2024-01-19 09:45:09.215838+00","t","t","f","ServiceNow Architect","V Group Inc.","Georgia, United States","2024-01-12","Macon","United States","Architect","Mid senior","Onsite"
"https://www.linkedin.com/jobs/view/salesforce-technical-lead-engineer-at-petadata-3800273096","Service Cloud, Sales Cloud, Einstein, Next Best Action, Lightning, Apex, JavaScript, HTML, CSS, SOQL, Release Management, Source Control, Deployment, Salesforce DX, Metadata API, ANT, Git, Flosum, EventDriven Architectures, Integration Approaches, React, Spring Boot, Business Analysis, Complex SFDC applications, Reports, Workflow, SFDC objects","https://www.linkedin.com/jobs/view/salesforce-technical-lead-engineer-at-petadata-3800273096","2024-01-19 09:45:09.215838+00","t","t","f","Salesforce Technical Lead Engineer","PETADATA","Chicago, IL","2024-01-13","Chicago","United States","Data Base Administrator","Mid senior","Onsite"
"https://www.linkedin.com/jobs/view/data-analyst-bangkok-based-relocation-provided-at-agoda-3750108871","Python, Tableau, Data Visualization, Machine Learning, Data Mining, SQL, Analytics, Data Science, Business Analysis, Database, Microsoft Sql Server, Artificial Intelligence, Java, Data Representation, Pandas, Business Intelligence (BI), Data Analysis, Information Technology","https://www.linkedin.com/jobs/view/data-analyst-bangkok-based-relocation-provided-at-agoda-3750108871","2024-01-19 09:45:09.215838+00","t","t","f","Data Analyst (Bangkok Based, relocation provided)","Agoda","Philadelphia, PA","2024-01-13","Winslow","United States","Data Entry Clerk","Associate","Onsite"
"https://www.linkedin.com/jobs/view/senior-power-bi-consultant-at-valorem-reply-3756706980","Power BI, Power BI Desktop, Power BI Service, Power BI Admin Center, DAX, TSQL, PowerQuery/M, Data Warehouse Concepts, Data Modeling, Microsoft Azure Technology Stack, Synapse, Databricks, SQL, Data Transformation Technologies, Azure Data Factory, PBI Dataflows, Advanced Analytics, Teamwork, Client Service, Project Management, Software Engineering, Business Analysis, Big Data Technologies, Master Data Management, Data Stewardship, Data Quality Management, Microsoft SQL Server Technologies, SQL Server Analysis Services, MDX Code Development, SQL Server 2012","https://www.linkedin.com/jobs/view/senior-power-bi-consultant-at-valorem-reply-3756706980","2024-01-19 09:45:09.215838+00","t","t","f","Senior Power BI Consultant","Valorem Reply","Kansas City, MO","2024-01-13","Leavenworth","United States","Data Communications Analyst","Mid senior","Onsite"
"https://www.linkedin.com/jobs/view/data-scientist-senior-data-scientist-insights-analytics-at-takeda-3783149092","Data Science, Predictive Analytics, Prescriptive Analytics, Business Insights, Agile Development, Data Cleaning, Data Preprocessing, SQL, Large Datasets, High Dimensional Datasets, Structured Datasets, Unstructured Datasets, Code Management, Version Control, Cloud Computing, Python, R, Julia, Visualization Tools, Machine Learning, Unsupervised Learning, Supervised Learning, Reinforcement Learning, Natural Language Processing, Graph Theory, Deep Learning, TensorFlow, PyTorch, Algorithm Design, Algorithm Development, Algorithm Optimization, Algorithm Scaling, Algorithm Application, Cloud Computing, Project Management Tools, Agile Development Framework, Written Communication, Verbal Communication, Business Analysis, Consultancy, Life Sciences, Leadership, CrossFunctional Collaboration, CrossCultural Collaboration, Team Player, Diversity and Inclusion, Mentoring, Decision Making, Stakeholder Engagement, Relationship Building, Innovation, Status Quo Challenge, Environmental Assessment, Global Ecosystem, Computer Science, Math, Engineering, Quantitative Field","https://www.linkedin.com/jobs/view/data-scientist-senior-data-scientist-insights-analytics-at-takeda-3783149092","2024-01-19 09:45:09.215838+00","t","t","f","Data Scientist/Senior Data Scientist, Insights & Analytics","Takeda","Boston, MA","2024-01-13","Beverly","United States","Data Communications Analyst","Mid senior","Onsite"
"https://www.linkedin.com/jobs/view/business-analyst-data-analyst-at-bluehawk-consulting-3803812226","Business Analysis, Data Management, Data Analytics, Process Execution, PowerBI, PowerAutomate, Data Visualization, Dashboard Design, Reporting, Data Modeling, Data Analysis, Anomaly Detection, Data Accuracy, Project Management, Documentation, Process Improvement, DataDriven Decision Making, Internal Analytics, Presentations, Stakeholder Management, Headcount Dashboard, Budget Dashboard, Pivots, SharePoint Publishing, Rights and Privileges, OnDemand Reports, Communication, Collaboration, Proactivity, Curiosity, Resourcefulness, Ownership, SharePoint Familiarity, Finance, HR","https://www.linkedin.com/jobs/view/business-analyst-data-analyst-at-bluehawk-consulting-3803812226","2024-01-19 09:45:09.215838+00","t","t","f","Business Analyst/Data Analyst","Bluehawk Consulting","Washington, United States","2024-01-13","Wenatchee","United States","Data Communications Analyst","Mid senior","Onsite"
"https://www.linkedin.com/jobs/view/sr-data-analyst-quality-consultant-at-cvs-health-3768788223","Data Analysis, Data Visualization, SQL, SAS, Tableau, SharePoint, PowerBI, Quickbase, Healthcare Analytics, Managed Care, Data Management Systems, Data Manipulation, MS Office Suite, Presentation Skills, Communication Skills, Analytical Skills, Problem Solving, Process Improvement, Business Analysis, Project Management, CrossFunctional Collaboration, Root Cause Analysis, Workflow Development, Performance Measurement, KPI Monitoring, Data Interpretation, Reporting, Data Visualization, Business Process Improvement, Teamwork, Leadership, Change Management","https://www.linkedin.com/jobs/view/sr-data-analyst-quality-consultant-at-cvs-health-3768788223","2024-01-19 09:45:09.215838+00","t","t","f","Sr. Data Analyst - Quality Consultant","CVS Health","Kenner, LA","2024-01-13","Louisiana","United States","Data Communications Analyst","Mid senior","Onsite"
"https://www.linkedin.com/jobs/view/senior-data-reporting-analyst-at-federal-home-loan-bank-of-des-moines-3777153749","Data management, Analytics, Financial modeling, Statistical analysis, Data governance, Reporting, Microsoft Office, Relational databases, Data management tools, Database query writing, QlikSense, Java reporting, Interactive data visualization, SharePoint, SQL, Business analysis, Financial services, Information technology, BA/BS degree, Advanced degree, CFA certification, FRM certification","https://www.linkedin.com/jobs/view/senior-data-reporting-analyst-at-federal-home-loan-bank-of-des-moines-3777153749","2024-01-19 09:45:09.215838+00","t","t","f","Senior Data & Reporting Analyst","Federal Home Loan Bank of Des Moines","Des Moines, IA","2024-01-13","West Des Moines","United States","Data Entry Clerk","Mid senior","Onsite"
"https://www.linkedin.com/jobs/view/it-business-analyst-data-amp-analytics-at-inspyr-solutions-3800276072","Business Analysis, Data Analytics, Data Visualization, SQL, Tableau, Power BI, Data Modeling, Database Concepts, Statistical Analysis, Data Mining, Business Intelligence, Microsoft Synapse Analytics, Data Factory & Synapse Pipelines, CrossFunctional Teams, Communication Skills, DataDriven Decision Making, Problem Solving, Collaboration, Accuracy, Prioritization, Multitasking, Business Acumen, Analytical Expertise, Data Integrity, Data Quality, Data Engineering, Data Profiling, Process Automation, IT Systems, Technology Trends, Business Requirements, Process Knowledge, System Requirements, AdHoc Reporting, Data Analysis, Communication, Problem Solving","https://www.linkedin.com/jobs/view/it-business-analyst-data-amp-analytics-at-inspyr-solutions-3800276072","2024-01-19 09:45:09.215838+00","t","t","f","IT Business Analyst - Data &amp; Analytics","INSPYR Solutions","Boca Raton, FL","2024-01-13","Pompano Beach","United States","Data Communications Analyst","Mid senior","Onsite"
"https://www.linkedin.com/jobs/view/associate-director-business-development-alliance-management-at-marengo-therapeutics-3790401712","Alliance Management, Business Development, Pharmaceuticals, Biotechnology, Research and Development, Oncology, Drug Development, Project Management, Life Sciences, MBA, CAAM, PMP, Pharmaceutical Drug Development, Financial Acumen, Business Acumen, MS Office, Excel, PowerPoint, Legal, Finance, Contract Management, Licensing, Strategic Planning, Research, Development, Commercial, Manufacturing, Adaptability, Collaboration, Execution, Relationship Building, Leadership, Communication, Teamwork, Problem Solving, Decision Making, Strategic Thinking, Attention to Detail, Multitasking, Time Management, Negotiation, Conflict Resolution, Data Analysis, Business Analysis, Risk Management, Project Management, Quality Assurance, Regulatory Affairs","https://www.linkedin.com/jobs/view/associate-director-business-development-alliance-management-at-marengo-therapeutics-3790401712","2024-01-19 09:45:09.215838+00","t","t","f","Associate Director, Business Development & Alliance Management","Marengo Therapeutics","Cambridge, MA","2024-01-13","Beverly","United States","Director Stage","Mid senior","Onsite"
"https://www.linkedin.com/jobs/view/project-manager-at-dice-3804438588","Project Management, Applications Development, Business Analysis, Business Requirements Elicitation, Systems Analysis, Systems Development Life Cycle, Test Plans and Scenarios, Training Materials Development, Systems Implementation, Meeting Facilitation, Interpersonal Skills, Communication Skills, Consensus Building, Customer Service, Teamwork, Learning and Synthesis, Organization and Time Management, Presentation Skills, Resourcefulness, Independent Work, Conceptual Understanding of Web Applications, Relational Database Architectures, Microsoft Office Suite, Certified Business Analyst Professional, PMI Certification","https://www.linkedin.com/jobs/view/project-manager-at-dice-3804438588","2024-01-19 09:45:09.215838+00","t","t","f","Project Manager","Dice","Madison, WI","2024-01-13","New Glarus","United States","Director Stage","Mid senior","Onsite"
"https://www.linkedin.com/jobs/view/sr-software-engineer-risk-fraud-applications-at-dice-3772565431","Java, Springboot, REST API, Fraud Risk Management, Computer Science, Engineering, Featurespace, DataVisor, Feedzai, Hawk AI, Actimize, MS SQL, Oracle, Postgres, Python, Perl, Powershell, Agile SDLC, RSA Adaptive Authentication, RSA transaction monitoring, Windows OS, Shell scripting, Performance monitoring, Optimization, Web vulnerabilities, AI, ML, Financial Institution, API Development, Web Services, Business Analysis, Change control procedures, Continuous improvement, System reliability, Efficiency, Data analysis, Reporting, Troubleshooting, Problem solving, Communication, Teamwork, Collaboration, Time management, Attention to detail, Strong work ethic, Bachelor's degree","https://www.linkedin.com/jobs/view/sr-software-engineer-risk-fraud-applications-at-dice-3772565431","2024-01-19 09:45:09.215838+00","t","t","f","Sr. Software Engineer- Risk/Fraud Applications","Dice","United States","2024-01-12","Smith Center","United States","Agricultural-Research Engineer","Mid senior","Onsite"
"https://www.linkedin.com/jobs/view/it-analyst-3-epic-practice-connect-at-dice-3802134234","Epic Cadence, Epic Prelude, Business Analysis, Certification, System Analysis, Troubleshooting, IT Support, System Implementation, System Testing, Workflow Analysis, Documentation, Data Analytics, Data Integration, Project Management, Leadership, Communication, Problem Solving, Healthcare Experience","https://www.linkedin.com/jobs/view/it-analyst-3-epic-practice-connect-at-dice-3802134234","2024-01-19 09:45:09.215838+00","t","t","f","IT Analyst 3 - Epic Practice Connect","Dice","Tampa, FL","2024-01-13","Seminole","United States","Documentation Supervisor","Mid senior","Onsite"
"https://www.linkedin.com/jobs/view/operations-supervisor-at-dhl-supply-chain-3802583206","Operations Management, Leadership, Communication, Problem Solving, Business Analysis, Process Improvement, Organizational Skills, Project Management, Quality Assurance, Safety Management, Staff Development, Training, Supply Chain Management, Logistics, Workforce Management, Teamwork, English Fluency, Bachelor's Degree, Operations Experience, Logistics Experience, Customer Service, Analytical Thinking, Decision Making, Adaptability, Problem Solving","https://www.linkedin.com/jobs/view/operations-supervisor-at-dhl-supply-chain-3802583206","2024-01-19 09:45:09.215838+00","t","t","f","Operations Supervisor","DHL Supply Chain","Memphis, TN","2024-01-13","West Memphis","United States","Driver Supervisor","Mid senior","Onsite"
"https://www.linkedin.com/jobs/view/business-analyst-at-people-tech-group-inc-3790964938","Business Analysis, Requirements Gathering, Workflow Diagrams, Jira, System Testing, Documentation, Stakeholder Communication, Market Research, Stakeholder Interviews, Data Analysis","https://www.linkedin.com/jobs/view/business-analyst-at-people-tech-group-inc-3790964938","2024-01-19 09:45:09.215838+00","t","t","f","Business Analyst","People Tech Group Inc","Redmond, WA","2024-01-13","Everett","United States","Economist","Mid senior","Onsite"
